name,MAP,P@1,P@5,P@10,R@5,R@10,nDCG@5,nDCG@10
BM25F,0.7279774350738835,0.6561,0.16292000000002332,0.08571000000001264,0.8146,0.8571,0.7425259638768602,0.7563325417760685
